loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies
15000,15000,14925, 36 months,15.57%,524.18,D,D5,< 1 year,RENT,85000,Source Verified,Dec-10,Fully Paid,small_business,112xx,NY,2.84,0,Jun-07,0,NA,3,0,3320,40.50%,5,0
9600,9600,9496.955027, 60 months,9.25%,200.45,B,B2,n/a,MORTGAGE,51600,Verified,Dec-10,Charged Off,medical,347xx,FL,15.95,0,Nov-78,0,NA,7,0,15682,61.30%,11,0
6000,6000,5500, 36 months,5.42%,180.96,A,A1,10+ years,RENT,86000,Not Verified,Dec-10,Fully Paid,other,073xx,NJ,7.66,0,Jul-94,0,NA,10,0,3389,7.70%,21,0
2400,2400,2400, 36 months,14.09%,82.14,D,D1,2 years,RENT,60000,Not Verified,Dec-10,Fully Paid,car,980xx,WA,9.74,0,Apr-97,0,69,3,0,17721,94.30%,12,0
5000,5000,4500, 36 months,9.25%,159.59,B,B2,< 1 year,MORTGAGE,38400,Not Verified,Dec-10,Fully Paid,debt_consolidation,853xx,AZ,3.13,0,Aug-97,1,NA,2,0,0,0%,6,0
20000,20000,19500, 36 months,6.91%,616.72,A,A5,2 years,RENT,98000,Verified,Dec-10,Fully Paid,other,617xx,IL,0.92,0,Jan-02,5,NA,6,0,2023,13.50%,13,0
18250,18250,18250, 60 months,12.61%,411.61,C,C2,4 years,MORTGAGE,47000,Verified,Dec-10,Fully Paid,debt_consolidation,243xx,VA,23.03,0,Feb-02,3,NA,5,0,4623,50.20%,8,0
7750,7750,7250, 36 months,6.17%,236.37,A,A3,5 years,MORTGAGE,55000,Not Verified,Dec-10,Fully Paid,debt_consolidation,198xx,DE,22.1,0,Oct-93,1,NA,11,0,14324,40.80%,29,0
7000,7000,6475, 36 months,9.25%,223.42,B,B2,3 years,RENT,84000,Source Verified,Dec-10,Charged Off,debt_consolidation,344xx,FL,4.33,0,Jul-05,1,NA,4,0,4109,32.60%,5,0
10000,10000,9500, 36 months,6.17%,305,A,A3,1 year,RENT,60000,Not Verified,Dec-10,Fully Paid,credit_card,951xx,CA,18.94,0,Dec-96,2,NA,12,0,26394,67.80%,25,0
5000,5000,4500, 36 months,12.61%,167.54,C,C2,2 years,RENT,24000,Verified,Dec-10,Fully Paid,debt_consolidation,946xx,CA,13.4,0,Nov-07,0,NA,9,0,1753,51.60%,9,0
6000,6000,5500, 36 months,5.79%,181.97,A,A2,2 years,MORTGAGE,53000,Not Verified,Dec-10,Fully Paid,debt_consolidation,402xx,KY,15.94,0,Aug-92,2,NA,7,0,8187,38.80%,31,0
7000,7000,6500, 36 months,9.62%,224.63,B,B3,2 years,MORTGAGE,78000,Source Verified,Dec-10,Fully Paid,credit_card,282xx,NC,13.4,0,Apr-99,0,NA,12,0,9077,84.80%,24,0
12000,12000,11900, 60 months,16.69%,296.24,E,E3,< 1 year,MORTGAGE,250000,Verified,Jan-11,Fully Paid,major_purchase,297xx,SC,1.42,4,Mar-82,5,15,5,0,427,23.70%,43,0
25000,25000,24475, 36 months,16.32%,882.89,E,E2,9 years,MORTGAGE,85000,Source Verified,Jan-11,Charged Off,debt_consolidation,902xx,CA,22.48,0,Sep-95,3,NA,12,0,46796,90.90%,37,0
4800,4800,4300, 36 months,6.54%,147.21,A,A4,4 years,RENT,60000,Source Verified,Dec-10,Fully Paid,debt_consolidation,111xx,NY,5.08,0,Nov-01,0,NA,4,0,6047,24.40%,17,0
10200,10200,10125, 60 months,10.36%,218.54,B,B5,5 years,MORTGAGE,32500,Source Verified,Dec-10,Fully Paid,car,452xx,OH,5.8,0,Apr-02,0,NA,2,0,68973,36.88%,9,0
25000,25000,24475, 36 months,9.99%,806.57,B,B4,7 years,RENT,120000,Verified,Jan-11,Fully Paid,other,940xx,CA,6.75,0,May-03,0,NA,4,0,4200,10.10%,11,0
4000,4000,4000, 36 months,13.72%,136.17,C,C5,3 years,RENT,42996,Source Verified,Dec-10,Fully Paid,other,060xx,CT,16.83,3,Nov-95,1,8,4,0,0,0%,13,0
15000,15000,14475, 36 months,6.17%,457.49,A,A3,5 years,RENT,65000,Verified,Dec-10,Fully Paid,wedding,294xx,SC,16.49,0,Jan-91,0,NA,13,0,6248,9.40%,19,0
10000,10000,9500, 36 months,5.79%,303.27,A,A2,3 years,RENT,30000,Not Verified,Dec-10,Fully Paid,debt_consolidation,100xx,NY,14.28,0,Nov-01,0,NA,15,0,4644,15.70%,22,0
6300,6300,5800, 36 months,9.62%,202.17,B,B3,4 years,MORTGAGE,60000,Verified,Dec-10,Fully Paid,medical,606xx,IL,13,0,Jan-97,3,66,15,0,11227,39.10%,47,0
5750,5750,5725, 60 months,9.99%,122.15,B,B4,< 1 year,MORTGAGE,78000,Not Verified,Dec-10,Fully Paid,car,604xx,IL,15.34,0,Nov-96,1,NA,15,0,23562,43.70%,32,0
25000,25000,24375, 36 months,9.62%,802.23,B,B3,10+ years,MORTGAGE,83000,Verified,Jan-11,Fully Paid,home_improvement,774xx,TX,14.08,0,Jun-97,1,NA,13,0,1048,2.50%,44,0
10000,10000,9475, 36 months,9.99%,322.63,B,B4,1 year,MORTGAGE,51000,Not Verified,Dec-10,Fully Paid,home_improvement,779xx,TX,3.29,0,Oct-97,1,NA,8,0,5804,10.90%,11,0
10000,10000,9950, 36 months,6.91%,308.36,A,A5,2 years,MORTGAGE,62000,Not Verified,Dec-10,Fully Paid,other,140xx,NY,15.1,1,Mar-95,0,18,12,0,9290,24.30%,31,0
14500,14500,14294.46587, 60 months,9.99%,308.02,B,B4,< 1 year,RENT,38400,Source Verified,Dec-10,Fully Paid,debt_consolidation,802xx,CO,15.44,0,May-00,1,NA,7,0,8676,71.70%,18,0
9200,9200,9200, 36 months,12.61%,308.26,C,C2,2 years,MORTGAGE,154000,Verified,Dec-10,Fully Paid,debt_consolidation,535xx,WI,15.42,0,Jul-96,0,73,12,0,17391,63.20%,46,0
15675,15675,15175, 36 months,6.54%,480.71,A,A4,1 year,RENT,63000,Source Verified,Dec-10,Fully Paid,debt_consolidation,606xx,IL,18.76,0,Oct-99,2,NA,7,0,4590,54.60%,21,0
10000,10000,9925, 60 months,15.95%,242.92,E,E1,3 years,MORTGAGE,50000,Verified,Dec-10,Fully Paid,debt_consolidation,287xx,NC,15.31,0,Jul-97,3,51,9,0,2055,31.60%,12,0
6500,6500,6450, 36 months,6.17%,198.25,A,A3,4 years,OWN,60000,Not Verified,Dec-10,Fully Paid,debt_consolidation,021xx,MA,15.02,0,Jun-98,2,40,14,0,7146,9.90%,30,0
25000,25000,24450, 36 months,10.36%,810.92,B,B5,10+ years,MORTGAGE,85000,Verified,Dec-10,Fully Paid,debt_consolidation,775xx,TX,24.56,0,Aug-90,2,NA,17,0,25554,44.10%,52,0
15000,15000,14948.37605, 60 months,17.43%,376.27,E,E5,1 year,RENT,55404,Source Verified,Jan-11,Fully Paid,debt_consolidation,925xx,CA,14.53,0,Feb-04,0,NA,7,0,11744,71.70%,12,0
10000,10000,9500, 36 months,6.54%,306.68,A,A4,3 years,RENT,83000,Not Verified,Dec-10,Fully Paid,home_improvement,331xx,FL,17.05,0,Apr-99,0,NA,6,0,10302,53.50%,11,0
4000,4000,3425, 36 months,5.79%,121.31,A,A2,2 years,MORTGAGE,75000,Verified,Dec-10,Fully Paid,car,760xx,TX,10.75,0,Apr-97,2,NA,13,0,15294,32.90%,36,0
2000,2000,1475, 36 months,6.54%,61.34,A,A4,2 years,RENT,26400,Source Verified,Dec-10,Fully Paid,credit_card,945xx,CA,20.41,0,Nov-94,0,81,10,0,4087,36.50%,27,0
10000,10000,9975, 36 months,13.35%,338.63,C,C4,1 year,RENT,54000,Source Verified,Dec-10,Fully Paid,wedding,750xx,TX,12.47,0,Sep-04,1,NA,13,0,13389,40.30%,13,0
6000,6000,5475, 36 months,10.36%,194.62,B,B5,< 1 year,RENT,60000,Source Verified,Dec-10,Fully Paid,credit_card,076xx,NJ,19.44,0,Sep-03,0,NA,6,0,22420,74%,16,0
10000,10000,10000, 60 months,10.36%,214.25,B,B5,10+ years,MORTGAGE,69000,Not Verified,Dec-10,Fully Paid,debt_consolidation,020xx,MA,15.62,0,Oct-98,0,49,11,0,2923,19.50%,39,0
11000,11000,10500, 36 months,6.91%,339.2,A,A5,< 1 year,MORTGAGE,126000,Source Verified,Dec-10,Fully Paid,debt_consolidation,920xx,CA,12.27,0,Dec-97,0,NA,5,0,14764,58.80%,14,0
14000,14000,13475, 36 months,5.79%,424.58,A,A2,n/a,MORTGAGE,150000,Verified,Jan-11,Fully Paid,medical,945xx,CA,6.66,0,Feb-93,1,NA,6,0,4501,11.40%,19,0
24250,18875,18850, 60 months,17.43%,473.47,E,E5,2 years,OWN,48000,Verified,Jan-11,Fully Paid,credit_card,436xx,OH,16.35,0,Jul-75,1,NA,7,1,21969,93.50%,10,1
11000,11000,10495.35909, 36 months,5.79%,333.6,A,A2,3 years,RENT,39996,Not Verified,Dec-10,Fully Paid,debt_consolidation,020xx,MA,9.81,0,Aug-97,0,NA,6,0,14900,33.90%,14,0
15000,15000,13206.82, 36 months,6.91%,462.54,A,A5,3 years,MORTGAGE,98004,Source Verified,Dec-10,Charged Off,home_improvement,705xx,LA,11.66,0,Mar-00,1,66,10,0,601,17.70%,18,0
11500,11500,11000, 36 months,6.91%,354.62,A,A5,5 years,MORTGAGE,72000,Source Verified,Dec-10,Fully Paid,debt_consolidation,923xx,CA,15.32,0,Jul-03,1,NA,8,0,7567,32.30%,17,0
12700,12700,12700, 60 months,12.98%,288.84,C,C3,7 years,MORTGAGE,74800,Not Verified,Dec-10,Fully Paid,credit_card,322xx,FL,17.9,0,Jul-97,2,NA,8,0,12432,90.70%,24,0
25000,25000,24761.35348, 60 months,18.17%,637.15,F,F2,10+ years,MORTGAGE,110000,Verified,Dec-10,Fully Paid,debt_consolidation,016xx,MA,17.96,0,Feb-96,0,NA,7,0,57787,97.80%,23,0
12000,12000,11900, 36 months,9.62%,385.07,B,B3,10+ years,MORTGAGE,99750,Not Verified,Dec-10,Fully Paid,car,210xx,MD,7.29,0,Jan-94,1,36,6,0,18702,68%,18,0
10000,10000,10000, 36 months,14.83%,345.83,D,D3,7 years,MORTGAGE,78652,Not Verified,Dec-10,Fully Paid,debt_consolidation,757xx,TX,23.07,0,May-98,0,NA,12,1,4780,85.40%,22,1
10800,10800,10250, 36 months,6.17%,329.39,A,A3,< 1 year,RENT,45000,Not Verified,Dec-10,Fully Paid,debt_consolidation,061xx,CT,1.81,0,Jan-99,0,NA,4,0,3072,10.80%,8,0
7750,7750,7225, 36 months,9.99%,250.04,B,B4,2 years,MORTGAGE,36000,Verified,Dec-10,Charged Off,home_improvement,245xx,VA,18.7,0,Oct-02,1,NA,13,0,13562,36%,29,0
2600,2600,2100, 36 months,9.25%,82.99,B,B2,2 years,RENT,37000,Source Verified,Dec-10,Fully Paid,credit_card,641xx,MO,9.73,0,Oct-03,0,NA,8,0,2214,33%,8,0
25000,25000,24875, 60 months,14.46%,587.69,D,D2,10+ years,MORTGAGE,115000,Verified,Dec-10,Fully Paid,credit_card,189xx,PA,16.77,0,Apr-89,2,NA,14,0,53282,82%,45,0
6000,6000,6000, 36 months,5.79%,181.97,A,A2,6 years,MORTGAGE,51000,Not Verified,Dec-10,Fully Paid,car,142xx,NY,1.37,0,Apr-01,1,NA,6,0,1926,11.60%,10,0
25000,25000,22307.70157, 60 months,12.98%,568.58,C,C3,< 1 year,MORTGAGE,140000,Verified,Dec-10,Fully Paid,debt_consolidation,190xx,PA,6.47,0,Feb-91,0,NA,16,0,19244,20.20%,40,0
10000,10000,9975, 60 months,9.62%,210.61,B,B3,10+ years,MORTGAGE,111000,Source Verified,Dec-10,Fully Paid,debt_consolidation,778xx,TX,13.82,0,Oct-87,3,NA,11,0,13607,28.10%,37,0
8000,8000,7900, 60 months,9.99%,169.94,B,B4,6 years,MORTGAGE,75000,Source Verified,Dec-10,Fully Paid,home_improvement,913xx,CA,4.99,1,Nov-00,1,8,8,0,2009,12.60%,21,0
20000,20000,19868.82633, 60 months,6.00%,453.75,E,E5,1 year,RENT,73000,Source Verified,Dec-10,Fully Paid,medical,945xx,CA,15.34,0,Jan-05,0,NA,5,0,11582,87.70%,7,0
3000,3000,2975, 36 months,12.23%,99.98,C,C1,7 years,RENT,55000,Source Verified,Dec-10,Charged Off,vacation,217xx,MD,18.26,2,May-96,3,9,8,0,1343,23.60%,29,0
4200,4200,4175, 36 months,13.72%,142.98,C,C5,< 1 year,MORTGAGE,31000,Verified,Dec-10,Fully Paid,debt_consolidation,658xx,MO,21.41,0,Apr-98,0,24,5,0,3118,94.50%,19,0
12000,12000,11450, 36 months,6.17%,365.99,A,A3,4 years,OWN,81000,Source Verified,Dec-10,Fully Paid,debt_consolidation,974xx,OR,13.5,0,Nov-91,1,NA,7,0,76104,59.90%,34,0
8000,8000,7975, 36 months,9.99%,258.1,B,B4,n/a,OWN,30000,Not Verified,Dec-10,Fully Paid,debt_consolidation,422xx,KY,8.6,0,May-77,0,NA,4,1,6522,58.20%,12,1
10000,10000,10000, 60 months,8.88%,207.01,B,B1,n/a,MORTGAGE,45000,Verified,Dec-10,Fully Paid,debt_consolidation,804xx,CO,13.81,0,Mar-81,0,NA,16,0,63472,12.70%,22,0
4600,4600,4600, 60 months,16.69%,113.56,E,E3,4 years,RENT,20000,Verified,Dec-10,Fully Paid,small_business,923xx,CA,7.92,0,Dec-96,0,45,2,0,2210,96.10%,6,0
12000,12000,12000, 36 months,14.46%,412.82,D,D2,10+ years,OWN,81000,Not Verified,Dec-10,Fully Paid,debt_consolidation,275xx,NC,16.03,0,Aug-85,1,45,14,0,10559,56.50%,49,0
15000,15000,14500, 36 months,6.91%,462.54,A,A5,8 years,MORTGAGE,62500,Not Verified,Dec-10,Fully Paid,home_improvement,010xx,MA,2.5,0,Jul-95,1,61,7,0,5526,43.20%,12,0
24000,24000,23475, 36 months,9.25%,765.99,B,B2,6 years,RENT,105000,Source Verified,Dec-10,Fully Paid,credit_card,752xx,TX,15.59,0,Jan-94,0,NA,13,0,32520,79.70%,38,0
15800,15800,15800, 36 months,13.72%,537.87,C,C5,10+ years,MORTGAGE,36000,Source Verified,Dec-10,Fully Paid,home_improvement,600xx,IL,15.1,1,Dec-90,2,8,6,0,6403,5%,7,0
3100,3100,3100, 36 months,13.35%,104.98,C,C4,< 1 year,RENT,31200,Verified,Dec-10,Fully Paid,debt_consolidation,770xx,TX,24.85,1,Oct-04,1,10,5,0,2814,78.20%,11,0
14400,14400,14400, 60 months,14.83%,341.3,D,D3,4 years,RENT,84996,Verified,Dec-10,Fully Paid,other,109xx,NY,22.07,0,Feb-04,0,NA,5,0,4604,94%,19,0
12000,12000,12000, 60 months,9.25%,250.56,B,B2,7 years,RENT,35000,Not Verified,Dec-10,Fully Paid,debt_consolidation,124xx,NY,3.63,0,Nov-00,0,NA,6,0,5245,14.40%,9,0
2100,2100,2100, 36 months,14.83%,72.63,D,D3,< 1 year,RENT,14400,Not Verified,Dec-10,Fully Paid,credit_card,336xx,FL,18.75,0,Aug-07,2,NA,6,0,6224,85.30%,7,0
3500,3500,3500, 36 months,12.98%,117.9,C,C3,10+ years,MORTGAGE,176600,Verified,Dec-10,Fully Paid,debt_consolidation,021xx,MA,10.96,0,Oct-78,1,77,18,0,32725,77.90%,62,0
5500,5500,4975, 36 months,6.54%,168.67,A,A4,5 years,RENT,50000,Source Verified,Dec-10,Fully Paid,credit_card,780xx,TX,22.27,0,Mar-98,0,NA,14,0,24683,43.40%,30,0
7000,7000,6500, 36 months,6.17%,213.5,A,A3,6 years,RENT,50400,Not Verified,Dec-10,Fully Paid,credit_card,906xx,CA,15.45,0,Mar-01,3,NA,10,0,2345,14.90%,17,0
10000,10000,9450, 36 months,6.17%,305,A,A3,5 years,RENT,85000,Not Verified,Dec-10,Fully Paid,major_purchase,773xx,TX,15.39,0,Aug-01,0,NA,4,0,1811,9.10%,36,0
10000,10000,9950, 36 months,9.62%,320.9,B,B3,5 years,RENT,80004,Verified,Dec-10,Fully Paid,other,100xx,NY,10.59,0,Nov-01,1,38,7,0,2716,67.40%,19,0
20000,20000,19475, 36 months,6.91%,616.72,A,A5,5 years,RENT,110000,Verified,Dec-10,Fully Paid,credit_card,841xx,UT,12.65,0,Feb-86,0,NA,12,0,30199,44.50%,22,0
12000,12000,11950, 36 months,9.99%,387.15,B,B4,4 years,MORTGAGE,48000,Not Verified,Dec-10,Fully Paid,credit_card,452xx,OH,9.25,0,Oct-97,1,NA,8,1,12250,54.90%,29,1
18200,18200,17625, 36 months,8.88%,577.74,B,B1,4 years,RENT,36000,Verified,Dec-10,Fully Paid,debt_consolidation,787xx,TX,22.03,0,Dec-94,1,NA,3,0,12733,48.60%,13,0
7000,7000,7000, 36 months,14.09%,239.55,D,D1,4 years,MORTGAGE,61240,Not Verified,Dec-10,Fully Paid,debt_consolidation,765xx,TX,13.38,1,Oct-97,1,20,11,0,13024,86.30%,20,0
7000,7000,7000, 36 months,9.25%,223.42,B,B2,4 years,MORTGAGE,50000,Not Verified,Dec-10,Fully Paid,debt_consolidation,283xx,NC,14.76,0,Feb-94,0,57,11,0,19145,46.60%,21,0
9000,9000,8875, 60 months,10.36%,192.83,B,B5,10+ years,MORTGAGE,85000,Source Verified,Dec-10,Charged Off,car,346xx,FL,20.34,0,May-97,1,NA,18,0,49358,62.60%,36,0
1200,1200,1200, 60 months,12.61%,27.07,C,C2,2 years,RENT,45530,Not Verified,Dec-10,Fully Paid,vacation,112xx,NY,4.56,0,Nov-97,0,44,7,0,2134,71.10%,18,0
20000,20000,19425, 36 months,6.54%,613.35,A,A4,1 year,RENT,120000,Verified,Dec-10,Fully Paid,debt_consolidation,070xx,NJ,15.31,0,Feb-99,0,NA,8,0,25290,40.90%,16,0
12000,12000,10958.1765, 36 months,5.42%,361.92,A,A1,n/a,OWN,19008,Not Verified,Jan-11,Fully Paid,home_improvement,435xx,OH,7.7,0,Mar-83,0,NA,6,0,3198,10.10%,14,0
8200,8200,8200, 60 months,9.25%,171.22,B,B2,n/a,OWN,27600,Not Verified,Dec-10,Fully Paid,car,323xx,FL,13.17,0,Oct-99,0,NA,6,0,4262,20.30%,11,0
10000,10000,9975, 60 months,16.32%,244.89,E,E2,< 1 year,RENT,65004,Verified,Dec-10,Fully Paid,debt_consolidation,077xx,NJ,11.54,1,Nov-01,1,19,7,0,2971,40.70%,15,0
5000,5000,5000, 36 months,13.35%,169.32,C,C4,3 years,OWN,50000,Source Verified,Dec-10,Fully Paid,debt_consolidation,103xx,NY,19.08,0,Feb-04,0,NA,17,0,10305,41.80%,18,0
15000,15000,14475, 36 months,8.88%,476.16,B,B1,5 years,MORTGAGE,43000,Verified,Dec-10,Fully Paid,debt_consolidation,333xx,FL,13.59,0,Jun-01,2,NA,12,0,46043,78.20%,27,0
25000,25000,24828.80849, 60 months,20.77%,673.11,G,G4,2 years,RENT,80000,Verified,Dec-10,Fully Paid,debt_consolidation,940xx,CA,21.7,1,Apr-01,0,11,10,0,10510,73.50%,19,0
6000,6000,6000, 36 months,12.98%,202.11,C,C3,10+ years,RENT,54000,Verified,Dec-10,Fully Paid,major_purchase,941xx,CA,11.93,0,Oct-06,0,NA,11,0,9468,50.40%,15,0
25000,25000,24791.48857, 60 months,16.69%,617.16,E,E3,10+ years,MORTGAGE,140000,Verified,Dec-10,Fully Paid,debt_consolidation,786xx,TX,9.93,0,Nov-95,0,36,17,0,71802,81.50%,28,0
6000,6000,5450.069444, 36 months,8.88%,190.47,B,B1,1 year,RENT,46500,Verified,Dec-10,Fully Paid,debt_consolidation,073xx,NJ,13.94,0,Jan-03,3,NA,4,0,4945,82.40%,7,0
3600,3600,3600, 36 months,12.23%,119.97,C,C1,< 1 year,RENT,40000,Source Verified,Dec-10,Fully Paid,debt_consolidation,553xx,MN,7.32,0,Jul-95,3,46,10,0,8397,52.50%,16,0
13800,13800,13275, 36 months,6.91%,425.54,A,A5,4 years,MORTGAGE,43000,Source Verified,Dec-10,Fully Paid,debt_consolidation,333xx,FL,11.16,0,Jun-00,2,NA,5,0,39036,81.80%,14,0
6000,6000,5500, 36 months,5.79%,181.97,A,A2,5 years,RENT,29496,Not Verified,Dec-10,Fully Paid,debt_consolidation,761xx,TX,21.52,0,Oct-05,0,NA,9,0,4256,28.40%,14,0
7500,7500,7475, 36 months,13.72%,255.32,C,C5,8 years,MORTGAGE,110000,Verified,Dec-10,Fully Paid,debt_consolidation,913xx,CA,8.39,1,Feb-94,1,14,11,0,3600,22.10%,25,0
23000,23000,22524.55298, 60 months,12.61%,518.75,C,C2,7 years,RENT,42132,Verified,Dec-10,Fully Paid,debt_consolidation,900xx,CA,12.87,0,Mar-95,0,NA,8,0,19862,40.20%,15,0
6000,6000,6000, 36 months,13.35%,203.18,C,C4,8 years,OWN,88000,Source Verified,Dec-10,Fully Paid,car,431xx,OH,3.95,0,Apr-99,3,NA,11,1,10731,55%,28,1
2500,2500,2500, 36 months,12.98%,84.22,C,C3,1 year,RENT,57000,Source Verified,Dec-10,Fully Paid,debt_consolidation,086xx,NJ,3.52,0,Aug-03,0,29,5,0,7071,80.40%,10,0
20000,20000,19975, 60 months,10.36%,428.5,B,B5,10+ years,MORTGAGE,85000,Verified,Dec-10,Fully Paid,debt_consolidation,480xx,MI,3.02,0,Apr-94,0,NA,4,0,8740,22.60%,17,0
25000,25000,24925, 60 months,14.46%,587.69,D,D2,10+ years,RENT,110004,Verified,Dec-10,Fully Paid,debt_consolidation,853xx,AZ,12.45,0,Aug-97,1,NA,6,0,39016,92.90%,27,0
2600,2600,2100, 36 months,9.25%,82.99,B,B2,2 years,MORTGAGE,72000,Source Verified,Dec-10,Fully Paid,debt_consolidation,802xx,CO,22.95,0,Feb-93,0,NA,13,0,23161,83.60%,53,0
1500,1500,1000, 36 months,12.98%,50.53,C,C3,4 years,RENT,30132,Not Verified,Dec-10,Fully Paid,major_purchase,805xx,CO,10.04,0,Oct-98,0,NA,5,0,9713,98.10%,10,0
25000,25000,23950, 60 months,14.83%,592.52,D,D3,10+ years,RENT,109000,Verified,Dec-10,Charged Off,small_business,803xx,CO,13.9,0,Aug-96,5,NA,11,0,6390,41.50%,39,0
4500,4500,4000, 36 months,9.99%,145.19,B,B4,3 years,MORTGAGE,38000,Verified,Dec-10,Charged Off,car,710xx,LA,14.46,0,May-00,4,NA,4,0,0,0%,12,0
8000,8000,7975, 60 months,13.72%,184.99,C,C5,10+ years,MORTGAGE,50000,Source Verified,Dec-10,Fully Paid,debt_consolidation,330xx,FL,20.28,0,Nov-93,3,71,8,0,4275,46%,13,0
10000,10000,10000, 60 months,14.46%,235.08,D,D2,10+ years,MORTGAGE,140000,Verified,Dec-10,Charged Off,debt_consolidation,301xx,GA,23.06,0,Sep-84,6,NA,10,0,97653,92.90%,26,0
12000,12000,11450, 36 months,5.42%,361.92,A,A1,n/a,RENT,67000,Not Verified,Dec-10,Fully Paid,debt_consolidation,206xx,MD,14.33,0,Feb-78,2,NA,8,0,10012,39.90%,27,0
2000,2000,1475, 36 months,12.61%,67.02,C,C2,9 years,MORTGAGE,60000,Not Verified,Dec-10,Fully Paid,other,231xx,VA,19.7,0,Nov-89,0,NA,5,0,28428,89.70%,14,0
21250,21250,20750, 36 months,6.91%,655.27,A,A5,10+ years,RENT,51060,Verified,Dec-10,Fully Paid,credit_card,629xx,IL,24.56,0,Jul-76,0,NA,5,0,31017,42.30%,10,0
12000,12000,11925, 36 months,9.99%,387.15,B,B4,6 years,RENT,58260,Not Verified,Dec-10,Charged Off,debt_consolidation,708xx,LA,8.24,0,Apr-90,2,38,8,0,13669,33.30%,46,0
15000,15000,15000, 60 months,20.03%,397.66,G,G2,3 years,MORTGAGE,65000,Verified,Dec-10,Fully Paid,debt_consolidation,760xx,TX,19.42,0,Nov-00,2,36,16,0,7231,87.10%,30,0
10000,10000,10000, 36 months,13.35%,338.63,C,C4,< 1 year,RENT,70000,Verified,Dec-10,Fully Paid,debt_consolidation,212xx,MD,5.06,0,Sep-95,3,74,6,0,6577,51.40%,15,0
15000,15000,14425, 36 months,6.54%,460.01,A,A4,3 years,MORTGAGE,150000,Verified,Dec-10,Fully Paid,debt_consolidation,926xx,CA,11.01,0,Feb-00,1,NA,7,0,20234,54.90%,24,0
4000,4000,4000, 60 months,13.72%,92.5,C,C5,3 years,MORTGAGE,36000,Not Verified,Dec-10,Charged Off,other,925xx,CA,21.27,1,Sep-89,0,11,12,0,13824,69.80%,31,0
12000,12000,11500, 36 months,9.99%,387.15,B,B4,< 1 year,RENT,93000,Not Verified,Dec-10,Fully Paid,credit_card,956xx,CA,9.73,0,Jan-00,0,NA,9,0,9007,88.30%,15,0
2000,2000,2000, 36 months,12.61%,67.02,C,C2,< 1 year,RENT,33000,Source Verified,Dec-10,Charged Off,credit_card,770xx,TX,4.55,0,Oct-02,0,26,8,0,4959,64.60%,26,0
5000,5000,4500, 36 months,8.88%,158.72,B,B1,6 years,RENT,304800,Source Verified,Dec-10,Charged Off,debt_consolidation,760xx,TX,1.63,0,Jul-04,0,NA,7,0,5285,46.80%,8,0
16000,16000,15900, 60 months,19.29%,417.61,F,F5,8 years,MORTGAGE,88000,Source Verified,Dec-10,Fully Paid,home_improvement,456xx,OH,14.66,1,Jan-01,2,1,9,1,27773,97.40%,35,1
15000,15000,14500, 36 months,9.62%,481.34,B,B3,2 years,RENT,29040,Verified,Dec-10,Fully Paid,home_improvement,495xx,MI,0,0,Dec-05,3,NA,4,0,0,0%,5,0
22000,22000,21500, 36 months,6.17%,670.98,A,A3,9 years,MORTGAGE,90996,Verified,Dec-10,Fully Paid,debt_consolidation,338xx,FL,17.46,0,Dec-97,1,NA,12,0,17888,32.30%,30,0
25000,25000,24950, 36 months,9.99%,806.57,B,B4,< 1 year,MORTGAGE,140000,Verified,Dec-10,Fully Paid,major_purchase,294xx,SC,2.87,0,Aug-88,0,51,9,0,6118,16.20%,16,0
5000,5000,5000, 36 months,8.88%,158.72,B,B1,2 years,RENT,72467,Source Verified,Dec-10,Fully Paid,major_purchase,200xx,DC,15.27,1,Oct-99,0,22,11,0,2006,19.10%,24,0
10000,10000,9500, 36 months,9.99%,322.63,B,B4,4 years,MORTGAGE,73524,Source Verified,Dec-10,Charged Off,other,800xx,CO,12.01,0,Jan-96,1,NA,11,0,17410,91.60%,28,0
4800,4800,4800, 36 months,10.36%,155.7,B,B5,5 years,MORTGAGE,37000,Not Verified,Dec-10,Fully Paid,debt_consolidation,280xx,NC,5.9,1,Nov-98,0,22,9,0,3731,50.40%,9,0
4000,4000,3475, 36 months,14.83%,138.33,D,D3,5 years,RENT,67200,Source Verified,Dec-10,Fully Paid,moving,945xx,CA,22.09,0,Nov-91,1,NA,8,0,7900,98.70%,31,0
20000,20000,20000, 60 months,12.23%,447.22,C,C1,1 year,MORTGAGE,88000,Not Verified,Dec-10,Fully Paid,debt_consolidation,286xx,NC,14.97,0,May-92,0,27,9,0,19980,39.20%,23,0
12400,12400,11900, 36 months,9.99%,400.06,B,B4,4 years,MORTGAGE,80000,Verified,Dec-10,Fully Paid,debt_consolidation,606xx,IL,17.13,0,Dec-99,2,NA,10,0,15767,63.30%,23,0
1500,1500,1500, 60 months,12.61%,33.84,C,C2,9 years,RENT,60000,Not Verified,Dec-10,Fully Paid,moving,112xx,NY,16.56,1,Feb-97,2,2,9,0,11776,81.20%,32,0
